Lat,Lon,isChain,RestaurantName,Cuisine
45.48533,-122.64708,0,Seoul Train,Restaurant
45.519176,-122.66165,0,Sila Thai,Thai
45.53545,-122.6206,0,Sizzle Pie,Italian Pizza
45.522774,-122.65914,0,Sizzle Pie,Italian Pizza
45.53208,-122.75501,0,Skyline Restaurant,American Diner
45.51747,-122.65904,0,Star Bar,American
45.53287,-122.6936,0,Sticky Wings,Restaurant
45.52056,-122.67354,0,Sticky Wings,Bar Pub
45.52541,-122.6773,0,Stone Soup,American
45.47747,-122.5592,0,Sub Factory,Restaurant
45.53258,-122.6535,0,Subzero Nitrogen Ice Cream,Restaurant
45.47897,-122.60499,0,Super Torta,Restaurant
45.53567,-122.62166,0,Sushi Chiyo,Japanese
45.484592,-122.67538,0,Szechuan Chef,Chinese Asian
45.54087,-122.67307,0,Tamale Boy,Mexican
45.571762,-122.6469,0,Tamale Boy,Mexican Latin South American
45.47747,-122.5592,0,Taqueria El Cazador,Mexican
45.51186,-122.61483,0,Thai Dish,Thai
45.59129,-122.75554,0,The Garrison,Bar Pub
45.52614,-122.69474,0,The Pharmacy,Restaurant
45.48597,-122.58863,0,Tierra Del Sol,Restaurant
45.52911,-122.63788,0,Tight Tacos,Restaurant
45.51174,-122.63257,0,Tight Tacos,Restaurant
45.51572,-122.62294,0,Tight Tacos,Restaurant
45.52684,-122.49556,0,Timeout,Restaurant
45.55353,-122.5202,0,Venture Inn,Bar Pub
45.58732,-122.73907,0,Victoricos Mexican Food,Restaurant
45.51828,-122.56296,0,Wall Street Pizza,Pizza
45.49922,-122.43124,0,Wall Street Pizza,Pizza
45.54911,-122.6664,0,Whats the Scoop,American
45.528606,-122.41112,0,Wus Garden,Chinese
45.5443,-122.39097,0,Yus Garden,Chinese
45.52927,-122.69895,0,2 Tarts Bakery,Restaurant
45.55139,-122.67511,0,45 North,Restaurant
45.59135,-122.75565,0,48 North Pizzeria,Italian Pizza
45.512806,-122.655,0,Abu Omar Gyros and Shawarma,Mediterranean Greek Middle Eastern
45.520008,-122.674255,0,Abu Omar Gyros and Shawarma,Mediterranean Greek Middle Eastern
45.522022,-122.67326,0,Afghan Grill,Middle Eastern Afghani
45.556892,-122.67515,0,Albina Press,Restaurant
45.556934,-122.675026,0,Albina Press,Cafe
45.535725,-122.4332,0,AlexsBar,Restaurant
45.534615,-122.43345,0,AlexsBar,American Pub
45.52377,-122.67158,0,Angelinas Greek Gyros,Greek
45.51697,-122.67703,0,Angelinas Greek Gyros,Greek
45.559105,-122.63681,0,Angels Donuts and Ice Cream,Cafe
45.504704,-122.65339,0,Apex,American Pub
45.51136,-122.66248,0,Artemis Foods,Restaurant
45.50511,-122.65292,0,Artemis Foods,American
45.51116,-122.6625,0,Aybla Grill,Mediterranean Greek Middle Eastern
45.520844,-122.67841,0,Bacchus Bar,Italian Pizza Seafood Spanish
45.524986,-122.68243,0,Backwoods Brewing Company,American Bar Pub
45.548386,-122.61443,0,Bang Bang,Asian Thai
45.51633,-122.63595,0,Bare Bones Cafe and Bar,Restaurant
45.51632,-122.63594,0,Bare Bones Cafe and Bar,American
45.56244,-122.63503,0,Beast,Fusion
45.54906,-122.58044,0,Beaumont,Restaurant
45.47892,-122.60633,0,Bergerac,French European
45.49714,-122.5773,0,Best Baguette,Asian Fast Food
45.52617,-122.61559,0,Bigs Chicken,Restaurant
45.53529,-122.65679,0,Black Water,American
45.54331,-122.71973,0,Blake Street Tavern,American Pub
45.504646,-122.63441,0,Bollywood Theater,Indian Asian
45.559193,-122.64404,0,Bollywood Theater,Indian
45.519833,-122.68448,0,Bombay Chaat House,Indian
45.51953,-122.63662,0,Bonfire Lounge,Restaurant
45.529648,-122.68518,0,Botanist,American
45.64676,-122.84222,0,Bottoms Up Tavern,Pub
45.529137,-122.698975,0,Boxer Ramen,Japanese Asian Soups
45.522266,-122.681656,0,Boxer Ramen,Japanese Asian Soups
45.53394,-122.69655,0,Breakside Brewery,American Bar Pub
45.571674,-122.65678,0,Breakside Brewery,American Bar Pub
45.55316,-122.53621,0,Brewed Awakenings Coffee Co,Restaurant
45.544037,-122.395775,0,Buckhorn Family Restaurant,Restaurant
45.530987,-122.66198,0,Burgerville USA,Restaurant
45.538902,-122.69904,0,Burgerville USA,Restaurant
45.57582,-122.56067,0,By Design Pizza,American Pizza
45.47659,-122.70577,0,Cafe at the J,Cafe
45.5702,-122.66083,0,Cafe Eleven,Restaurant
45.49358,-122.62441,0,Cafe Zamora,Restaurant
45.588043,-122.594154,0,Capers Cafe,American Cafe
45.53463,-122.69488,0,Carioca Bowls,Restaurant
45.559208,-122.65711,0,Carioca Bowls,Brazilian Healthy South American
45.56799,-122.68177,0,Carmines Italian,Restaurant
45.4879,-122.59196,0,Carnelian Coffee,Restaurant
45.49317,-122.63593,0,CBar,Bar Pub
45.51935,-122.51901,0,Chai Thai,Asian Thai
45.52145,-122.67233,0,Checkerboard Pizza,Restaurant
45.53528,-122.65485,0,Chens Dynasty,Chinese
45.51968,-122.48266,0,Chepes,Spanish
45.52669,-122.58652,0,Chicken Little,Restaurant
45.51029,-122.68373,0,Chit Chat,Restaurant
45.52304,-122.67008,0,Chowder Heads,American
45.50315,-122.63996,0,Clinton Street Pub,American Pub
45.58314,-122.57492,0,Columbia,American Bar Pub
45.54424,-122.44884,0,Country Coffee,Cafe
45.51908,-122.67584,0,Cuon,Asian Vietnamese Soups
45.518955,-122.676094,0,Cuon,Vietnamese
45.5645,-122.62964,0,Cypress Room,American
45.4963,-122.5468,0,Daily Planet,American
45.518337,-122.6773,0,Dairy Hill Ice Cream,Restaurant
45.47795,-122.69584,0,Dairy Hill Ice Cream,Restaurant
45.519913,-122.67443,0,DC Vegetarian,Restaurant
45.50509,-122.61071,0,DC Vegetarian,Healthy
45.59908,-122.78561,0,Decoy,Chinese Bar Pub
45.479317,-122.615295,0,Delta Cafe,American Cajun and Creole
45.52042,-122.67879,0,DEN Drink Eat Ne2rk,American Bar Pub
45.582954,-122.687195,0,Derby,American
45.524544,-122.68198,0,Deschutes Brewery,Restaurant
45.58564,-122.59159,0,Deschutes Brewery,Restaurant
45.55883,-122.53731,0,Devakis Deli,Restaurant
45.509018,-122.68204,0,Dhaba Indian Kitchen,Restaurant
45.52478,-122.64591,0,Diamond Thai,Thai
45.52369,-122.67311,0,Dixie Tavern,Bar American Pub
45.53524,-122.62113,0,Doe Donuts,Restaurant
45.49775,-122.57807,0,Doe Donuts,American
45.48614,-122.58816,0,Don Churro,Restaurant
45.50844,-122.68128,0,Dosirak,Restaurant
45.535515,-122.70079,0,Dragonfly Coffee House,Cafe
45.50489,-122.67956,0,Drip Coffee Bar,Restaurant
45.58433,-122.7284,0,Drunken Noodle,Asian Thai
45.51229,-122.63239,0,Duende,Restaurant
45.54113,-122.60791,0,Dus Grill,Asian Japanese
45.5808,-122.71871,0,East Side Delicatessen,Restaurant
45.51326,-122.64587,0,Eastside Coffee,Cafe
45.49064,-122.57852,0,Eatza Pizza,Restaurant
45.55218,-122.66691,0,EitherOr,Restaurant
45.46312,-122.65331,0,EitherOr,Cafe
45.54631,-122.59359,0,El Burrito Azteca,Restaurant
45.569855,-122.68727,0,El Burrito Azteca,Mexican Latin
45.521572,-122.67852,0,El Gaucho,American Steakhouse
45.52309,-122.60359,0,Element Lounge,Wine Bar
45.5348,-122.64815,0,Epicure,Restaurant
45.47703,-122.67365,0,Etc Eatery,Restaurant
45.562824,-122.63539,0,Extracto Coffeehouse,Cafe
45.555534,-122.65051,0,Extracto Coffeehouse,Cafe
45.52056,-122.6735,0,Fast Burger,Restaurant
45.503433,-122.64508,0,Fifty Licks,American
45.52272,-122.6375,0,Fifty Licks,Restaurant
45.52447,-122.69921,0,Fish and Rice,Restaurant
45.582546,-122.724655,0,Fishwife,American Seafood
45.534916,-122.65694,0,Franks Noodle House,Chinese Asian
45.53287,-122.6936,0,Fresh and Toasty,Restaurant
45.49258,-122.57789,0,Fujiyama Sushi,Sushi Asian Japanese
45.517933,-122.557396,0,Fujiyama Sushi,Restaurant
45.524315,-122.680084,0,Fullers Restaurant,American Diner Cafe Deli
45.521805,-122.68825,0,Gildas,Italian
45.55861,-122.56258,0,Glass House Tavern,Bar Pub
45.523556,-122.67429,0,Good Taste Restaurant,Chinese Asian Soups
45.46725,-122.71194,0,Grand Central Baking Co,Restaurant
45.46592,-122.6534,0,Grand Central Baking Co,American Cafe
45.54772,-122.67375,0,Grand Central Baking Company,American
45.5593,-122.64893,0,Gumba,Italian
45.5796,-122.66565,0,Gumba,Restaurant
45.533615,-122.62008,0,Happy Bibimbap House,Korean Japanese Sushi Asian
45.51981,-122.67625,0,Happy Bowl Restaurant,Japanese Asian
45.520004,-122.67992,0,Happy Bowl Restaurant,Japanese
45.516655,-122.659515,0,Hat Yai,Thai Street Food
45.5628,-122.648834,0,Hat Yai,Asian Thai
45.536987,-122.77978,0,Heroes Cafe,American
45.56863,-122.60847,0,Highway House,Restaurant
45.49051,-122.5782,0,HK Cafe,Chinese Asian
45.50501,-122.63004,0,Holiday,Restaurant
45.496937,-122.6349,0,Hopworks Urban Brewery,American Bar Pub
45.50249,-122.65103,0,Ingallinas Box Lunch,Healthy
45.55301,-122.67563,0,Interurban,American Pub Bar
45.61057,-122.67652,0,Island Espresso,Restaurant
45.530064,-122.65944,0,J Cafe,American Cafe
45.520733,-122.68193,0,Jakes Grill,American Bar
45.58891,-122.75249,0,Jamaica House,Caribbean
45.57746,-122.66809,0,Javiers Tacos,Mexican American
45.54864,-122.61159,0,Jim and Pattys Coffee,Cafe
45.52487,-122.6827,0,Jinx,Restaurant
45.5626,-122.63472,0,Jinx,Restaurant
45.518467,-122.67665,0,Joy Poke,Hawaiian Seafood
45.5049,-122.44025,0,Joy Poke,Seafood Sushi Healthy Soups Hawaiian
45.510197,-122.65355,0,Juniors Cafe,American Diner
45.51679,-122.61838,0,Kind Coffee,Restaurant
45.53725,-122.70029,0,Kobos Company,Cafe
45.51159,-122.6786,0,Kobos Company,Cafe
45.48291,-122.57876,0,KTown Korean Bbq,Barbecue Asian Korean
45.526466,-122.69427,0,Kung Pow,Chinese Asian
45.52235,-122.683075,0,Kure Juice Bar,Restaurant
45.51229,-122.61691,0,Kure Juice Bar,Healthy
45.52157,-122.67454,0,La Jarocha,Mexican
45.52115,-122.68093,0,La Jarochita 2,Restaurant
45.52121,-122.65698,0,La Luna Cafe,Cafe
45.53409,-122.66715,0,La Rumba Restaurant,Cuban
45.5209,-122.47292,0,La Tia Juana Taqueria,Restaurant
45.521976,-122.68356,0,Lardo,American
45.51215,-122.65318,0,Lardo,American
45.50472,-122.629326,0,Lauretta Jeans,American Cafe
45.51908,-122.67862,0,Lauretta Jeans,American
45.52902,-122.65934,0,Left Coast,Restaurant
45.491,-122.47657,0,Lighthouse Deli,Restaurant
45.52056,-122.6735,0,Lightning Burger,Restaurant
45.56244,-122.68066,0,Lilikoi,Restaurant
45.509647,-122.68154,0,Little Bear,Restaurant
45.50456,-122.62393,0,LIttle Big Burger,Fast Food
45.55505,-122.6752,0,Locale,Wine Bar
45.503654,-122.639496,0,Lokanta,Turkish
45.48359,-122.58174,0,Longhorn Grill and Saloon,Restaurant
45.52207,-122.57984,0,Lotus Kitchen,Restaurant
45.51765,-122.66041,0,Lulu,Restaurant
45.51929,-122.65252,0,Marthas Cafe,Bar Cafe Pub
45.52061,-122.67952,0,McCormick and Schmick,Seafood
45.47936,-122.69352,0,McMenamins,Bar Pub
45.46365,-122.57959,0,Melt It,Restaurant
45.50412,-122.56758,0,Miss Saigon Bistro,Vietnamese
45.50881,-122.57924,0,Mocha Express,Fast Food
45.463997,-122.684326,0,Moonlight Grill,Middle Eastern
45.507725,-122.57837,0,My Brothers Crawfish,Seafood American Cajun & Creole
45.47393,-122.64939,0,Nectar Frozen Yogurt Lounge,Cafe
45.46794,-122.71394,0,Nectar Frozen Yogurt Lounge,Healthy
45.52148,-122.68386,0,Never Coffee,Restaurant
45.51679,-122.61865,0,Never Coffee,Cafe
45.50003,-122.431114,0,Nicholas Restaurant,Lebanese Mediterranean Middle Eastern
45.520454,-122.66055,0,Nicholas Restaurant,Lebanese Mediterranean Middle Eastern
45.52234,-122.65943,0,Nongs Khao Man Gai,Fast Food Asian Thai
45.52089,-122.68454,0,Nongs Khao Man Gai,Thai
45.529877,-122.68478,0,Nossa Familia Coffee,Cafe
45.511246,-122.662994,0,Nossa Familia Coffee,Restaurant
45.54454,-122.59805,0,Ohana Hawaiian Cafe,Polynesian Hawaiian Japanese
45.5297,-122.68288,0,Olive or Twist,Seafood
45.53526,-122.64548,0,Papa Razzi,Restaurant
45.518826,-122.47775,0,Pappa Murphys,Restaurant
45.52734,-122.53635,0,Paradise Sports Bar,Restaurant
45.51182,-122.62366,0,Pepinos,Fast Food Mexican
45.52938,-122.69854,0,Pepinos,Mexican Southwestern
45.54855,-122.60425,0,Peters,Bar Pub American
45.47624,-122.64873,0,Philadelphias Steaks and Hoagies,Steakhouse
45.547955,-122.58719,0,Pho Gabo,Restaurant
45.5256,-122.64568,0,Pho Gia,Asian Vietnamese Soups
45.524895,-122.682816,0,Piattino,Italian Pizza Seafood Contemporary SouthernItalian
45.52567,-122.68341,0,Piattino,Italian
45.55438,-122.4886,0,Pizza Jerk,Pizza Italian
45.51743,-122.65914,0,Pizza Jerk,Restaurant
45.48651,-122.58953,0,Pizzeria Otto,Pizza
45.54617,-122.59397,0,Pizzeria Otto,Pizza Italian
45.559204,-122.63935,0,Poketo,Restaurant
45.548244,-122.675514,0,Por Que No,Mexican Latin
45.512157,-122.61435,0,Por Que No,Mexican Southwestern Latin
45.58359,-122.68755,0,Prince Coffee,Restaurant
45.54851,-122.61528,0,Prince Coffee,Cafe
45.51972,-122.67458,0,Ramen Ciro,Japanese Asian Soups
45.50902,-122.68209,0,Ramen Ciro,Japanese Asian
45.57164,-122.647,0,Ranch,Pizza
45.56247,-122.67722,0,Red E Cafe,Restaurant
45.52834,-122.68064,0,Red E Cafe,Cafe
45.5602,-122.67474,0,Red Fox,Restaurant
45.52137,-122.47751,0,Rico Taco,Mexican
45.526863,-122.6843,0,River Pig Saloon,American Bar Pub
45.5766,-122.64766,0,Roakes,Restaurant
45.516087,-122.65657,0,Rogue,Bar American Pub
45.5193,-122.580345,0,Roscoes,American Pub Bar
45.51875,-122.49655,0,Rosewood Cafe,Restaurant
45.497955,-122.578964,0,Rositas Place,Street Food Mexican
45.51188,-122.63188,0,Rovente Pizzeria,Pizza
45.47317,-122.67199,0,Rovente Pizzeria,Pizza
45.54845,-122.619576,0,Sabiang Thai,Thai
45.518204,-122.559494,0,Saigon Cuisine,Vietnamese
45.50702,-122.57811,0,Saigon Pearl,Vietnamese
45.527985,-122.69842,0,Saint Cupcake,Cafe
45.520607,-122.684074,0,Saint Cupcake,Restaurant
45.53289,-122.69075,0,Sawasdee Thai Cusine,Restaurant
45.52056,-122.68093,0,Sawasdee Thai Cusine,Restaurant
45.52201,-122.68161,0,Scandals,Bar Pub
45.55523,-122.62041,0,Scoop Handmade Ice Cream,Cafe
45.511955,-122.63382,0,SeaSweets Poke,Seafood Sushi Hawaiian
45.495388,-122.67173,0,Sedona,Restaurant
45.593,-122.68142,0,Sharis,American
45.53088,-122.68445,0,Sisters Coffee Company,Cafe
45.52235,-122.6595,0,Snappys,Restaurant
45.52469,-122.6737,0,Society Cafe,Cafe
45.511887,-122.61744,0,South Bellmore Deli,American
45.51777,-122.41143,0,Soy Grill,Restaurant
45.5153,-122.65943,0,Speakeasy Tavern,Bar Pub
45.46787,-122.71452,0,Spielman Bagels and Coffee,Cafe
45.53478,-122.64268,0,Spielman Bagels and Coffee,Restaurant
45.51917,-122.55883,0,Spoonful,American Soups
45.5356,-122.69965,0,St Honore Bakery,French Cafe European
45.504913,-122.63062,0,St Honore Bakery,Cafe French
45.520737,-122.6789,0,St Honore Boulangerie,Cafe European French
45.5255,-122.67786,0,Stag,Bar Pub
45.58894,-122.59359,0,Stanfords Restaurant and Bar,American Bar
45.53171,-122.6562,0,Stanfords Restaurant and Bar,American Bar
45.551155,-122.675186,0,Stem Wine Bar,Wine Bar
45.52138,-122.5794,0,Su Casa Taqueria,Mexican
45.56255,-122.649,0,Su Casa Taqueria,Mexican
45.53389,-122.68912,0,Sultan Cafe,Cafe Middle Eastern Mediterranean Turkish
45.53611,-122.42988,0,Sunnys Donuts,Restaurant
45.46882,-122.65277,0,Sunnys Pizza,Pizza
45.59263,-122.75689,0,Super Burrito Express,Mexican
45.50408,-122.48398,0,Super Taqueria Mexico,Restaurant
45.5049,-122.43876,0,Sushiville,Japanese Sushi Asian
45.57687,-122.69608,0,Sweet Home,Restaurant
45.56799,-122.68177,0,Swift Lounge,Restaurant
45.53479,-122.64605,0,Swift Lounge,Bar Contemporary Pub
45.56234,-122.62071,0,Taco Pedaler,Restaurant
45.53524,-122.64238,0,Taco Pedaler,Mexican
45.548378,-122.624664,0,Tacovore,Mexican
45.51777,-122.41143,0,Tamale Factory,Mexican
45.525784,-122.672844,0,Tao of Tea,Cafe Asian
45.51487,-122.66411,0,Tao of Tea,Restaurant
45.49765,-122.57726,0,Taqueria Los Gorditos,Restaurant
45.56247,-122.67622,0,Taqueria Los Gorditos,Restaurant
45.50987,-122.68123,0,Taqueria Villanueva,Mexican
45.5208,-122.67453,0,Taqueria Villanueva,Mexican
45.468323,-122.71263,0,Tastebud,Pizza
45.53203,-122.682,0,Tea Bar,Restaurant
45.528236,-122.69838,0,Tea Chai Te,Cafe
45.46592,-122.65341,0,Tea Chai Te,Restaurant
45.52697,-122.68501,0,Terra Restaurant and Bar,Restaurant
45.50326,-122.54063,0,Thai 2 Go,Restaurant
45.525276,-122.6985,0,Thai Bloom,Asian Thai
45.52033,-122.68271,0,Thai Time Cafe,Thai
45.528473,-122.69878,0,The Fireside,American Bar
45.48533,-122.64708,0,The Fry Gods,Restaurant
45.542614,-122.38984,0,The Krazy Kokonut,Restaurant
45.5198,-122.43308,0,The Krazy Kokonut,Restaurant
45.51663,-122.62986,0,The Liquor Store,Restaurant
45.61661,-122.68498,0,The Peoples Pig,American Barbecue
45.54638,-122.66695,0,The Peoples Pig,Barbecue American
45.55406,-122.67582,0,The Rambler,Bar Pub
45.59116,-122.75563,0,The Sudra,Indian
45.52672,-122.64172,0,The Sudra,Indian
45.69897,-122.86979,0,The Whale,Pub
45.55928,-122.65227,0,Tiffin Asha,Indian
45.5626,-122.64799,0,Tiffin Asha,Restaurant
45.5255,-122.67786,0,Tiger Bar,Asian
45.49811,-122.57822,0,Tik Tok Restaurant and Bar,Restaurant
45.50448,-122.54748,0,Tik Tok Restaurant and Bar,American
45.48323,-122.53797,0,Tinas Diner,Restaurant
45.52623,-122.5682,0,Top of the Hill Tavern,Restaurant
45.54852,-122.61957,0,Tuk Tuk,Asian Thai
45.58168,-122.72272,0,Twilight Room,Restaurant
45.583237,-122.72185,0,Twilight Room,Restaurant
45.55769,-122.54038,0,Twin Perks Espresso,Restaurant
45.51933,-122.67808,0,Upper Left Roasters,Cafe
45.51137,-122.65341,0,Upper Left Roasters,Cafe
45.5297,-122.68288,0,Urban Pantry,Restaurant
45.53138,-122.57935,0,Utopia Restaurant and Lounge,Restaurant
45.50452,-122.57587,0,Van Hanh Restaurant,Restaurant
45.548332,-122.65242,0,Verdigris,French European Italian
45.46588,-122.697105,0,Vertical Diner,Restaurant
45.51848,-122.68067,0,Vineyards,Wine Bar
45.49773,-122.65361,0,Warehouse Cafe,Restaurant
45.51271,-122.65578,0,Wasabi Sushi PDX,Restaurant
45.58934,-122.76146,0,Wursthaus,German
45.55924,-122.64835,0,Yangs Noodle,Restaurant
45.493923,-122.63605,0,Yokos Japanese Restaurant,Japanese Sushi Asian
45.52618,-122.68174,0,Zaatar,Lebanese Mediterranean Middle Eastern
45.519646,-122.50954,0,Zappos Pizza,Restaurant
45.52103,-122.68342,0,1927 Smores Company,Restaurant
45.51667,-122.62321,0,2 Brothers Cafe and Grill,Mediterranean Eastern European European
45.52815,-122.69481,0,21st Avenue,American Bar Pub
45.516796,-122.68672,0,21st Century Pizza,American Italian
45.52677,-122.69861,0,23Hoyt,American Bar Contemporary Pub
45.52676,-122.641556,0,24th and Meatballs,Italian
45.50853,-122.65492,0,2nd Story,Spanish
45.512383,-122.62604,0,3 Doors Down,Italian American
45.51835,-122.47637,0,3 Reyes Taqueria,Mexican
45.51589,-122.62329,0,39th Minimart,Restaurant
45.51693,-122.67495,0,40 lbs Coffee Bar,Cafe
45.56136,-122.62012,0,42nd Ave Fish and Chip,Seafood
45.55139,-122.67511,0,45 North Bistro,Restaurant
45.52644,-122.69473,0,501 Silver Dollar Pizza,Pizza
45.52622,-122.60247,0,7 Virtues,Cafe
45.51203,-122.627815,0,7 Virtues Coffee Roaster,Cafe
45.52891,-122.63792,0,7 Virtues Coffee Roasters,Cafe
45.48602,-122.57851,0,82nd Street,Restaurant
45.52672,-122.60255,0,A and L Sports Pub,Pub
45.468746,-122.65282,0,a Cena Ristorante,Italian
45.5204,-122.68077,0,A Little Bit of Smoke Carolina BBQ,Barbecue
45.47922,-122.57727,0,A Little Nectar,Restaurant
45.51625,-122.62975,0,Aalto Lounge,Restaurant
45.51948,-122.44448,0,Abbys Pizza,Pizza
45.52241,-122.65938,0,Abbys Table,Restaurant
45.56226,-122.66051,0,Aberus Ethiopian Restaurant,Restaurant
45.52058,-122.68049,0,Abigail Hall,American
45.52145,-122.67233,0,Ablis Experience,Restaurant
45.533756,-122.65139,0,Aces Famous FisnNChips,Restaurant
45.51684,-122.65719,0,Active Culture,Restaurant
45.51851,-122.68278,0,Addys Sandwich Bar,Cafe Soups
45.59069,-122.755554,0,Affogato,Cafe
45.533123,-122.4793,0,Afrodaddys Jazz,American
45.51602,-122.65902,0,Afuri Izakaya,Japanese Asian
45.52243,-122.67329,0,Afuri Ramen and Dumpling,Japanese Asian Soups
45.5099,-122.57909,0,Ah Fong Kitchen,Chinese Asian
45.51699,-122.67544,0,Aiko Ramen,Japanese
45.54897,-122.66193,0,Akadi,African
45.55891,-122.63751,0,Akasaru Ramen,Japanese
45.49764,-122.6694,0,Al Hawr,Lebanese Middle Eastern Mediterranean
45.46365,-122.57959,0,Al Mustafah,Restaurant
45.52011,-122.6738,0,AlAmir Lebanese Restaurant,Lebanese Mediterranean Middle Eastern
45.51342,-122.62713,0,Alarcon,Restaurant
45.58564,-122.59159,0,Alaska Airlines Lounge,American
45.55929,-122.65626,0,Alberta Market,Restaurant
45.55924,-122.65039,0,Alberta Street Fish and Chips,Seafood
45.51229,-122.68549,0,Alchemy Elixirs,Restaurant
45.52093,-122.68033,0,Alder Food Carts,Fast Food Asian
45.52241,-122.47765,0,Alexanders Pub and Deli,Restaurant
45.50384,-122.51545,0,Alfredos Taqueria and Restaurant,Mexican
45.521072,-122.67614,0,Alibaba Takeaway,Restaurant
45.51731,-122.68641,0,All American Specialty Restaurant,American
45.55924,-122.64053,0,Alleyway Cafe and Bar,Restaurant
45.49594,-122.60872,0,Aloha Pdx,Restaurant
45.60171,-122.66982,0,Als Thai Restaurant,Thai
45.520714,-122.68154,0,Altengartz German Brand Bratwurst,German Fast Food European
45.52029,-122.674385,0,Alto Bajo,Mexican Latin
45.5485,-122.61473,0,Amalfis Italian Restaurant,Italian Pizza
45.5384,-122.61425,0,Ambassador Restaurant and Lounge,Chinese
45.51902,-122.66428,0,Ambonnay,Wine Bar
45.51029,-122.68373,0,American Espresso,Restaurant
45.53726,-122.65828,0,Americas Noodle Inc,Asian
45.57634,-122.66171,0,Amico Chef,Restaurant
45.4687,-122.57878,0,Amigos del Sol,Restaurant
45.52621,-122.58965,0,Amirs Motherland Dish,Restaurant
45.53258,-122.6535,0,Amore Coffee Cafe,Restaurant
45.49505,-122.60736,0,An Xuyen Bakery,Vietnamese
45.46312,-122.65269,0,Ancestry Brewing  Sellwood,Restaurant
45.51179,-122.61756,0,Ancestry Brewing Hawthorne,American Brew Pub Pub Gastropub
45.5101,-122.68425,0,Anchoi Vietnamese Kitchen  Bar,Vietnamese
45.52632,-122.68458,0,Andina,Restaurant
45.5265,-122.684525,0,Andina Restaurant,Peruvian Latin Spanish
45.51874,-122.46087,0,Andrews Water Hole Sports,Seafood
45.52326,-122.63701,0,Angel Face,Bar Pub
45.5601,-122.60109,0,Angel Food and Fun,Restaurant
45.52198,-122.63758,0,Ankeny Tap and Table,American Bar Pub Gastropub
45.53156,-122.69449,0,Anna Bananas,Cafe American Deli
45.53158,-122.69435,0,Anna Bannanas,Restaurant
45.53158,-122.69435,0,Anna Bannanas NW,Restaurant
45.53158,-122.69435,0,Anna Bannanas NW Cafe,American
45.51193,-122.63101,0,Anna Thai Basil,Restaurant
45.517,-122.67797,0,Annas Chocolate Cafe,Restaurant
45.55703,-122.70232,0,Annas Island Cafe,Cafe
45.51619,-122.67497,0,Annes Deli,American
45.548,-122.58911,0,Annies Donut,Restaurant
45.55297,-122.68135,0,Ans Cafe,Cafe Diner
45.49541,-122.67242,0,Antons Italian Kitchen,Italian
45.512093,-122.6131,0,Apizza Scholls,Pizza
45.50502,-122.63228,0,Appethaizing Thai Cuisine,Thai
45.489674,-122.67219,0,Aquariva,American
45.5262,-122.50111,0,Aquino Taqueria,Restaurant
45.52608,-122.68137,0,Arden,American Wine Bar Seafood Contemporary
45.482674,-122.58914,0,Arleta Library Cafe,American Cafe
45.52713,-122.64169,0,Arrosto,Restaurant
45.542778,-122.60284,0,Arrowood,American
45.51668,-122.68103,0,ArtBar and Bistro,Restaurant
45.50457,-122.63132,0,Artigianos Italian Food Cart,Italian
45.50052,-122.6713,0,Ash Woodfired Pizza,Pizza
45.50701,-122.54251,0,Asian FastTaste,Restaurant
45.49872,-122.43067,0,Asian Thai Bistro,Asian Thai
45.491028,-122.60042,0,Assembly brewing,Brew Pub Pub
45.50739,-122.65495,0,Associated,Restaurant
45.479027,-122.60874,0,Ateohate,Hawaiian Asian Japanese
45.522774,-122.64038,0,AteOhAte,Polynesian Hawaiian
45.52262,-122.64035,0,AteOhAte Hawaiian Restaurant,Restaurant
45.4656,-122.6533,0,Atlas Scoops,Cafe Fast Food
45.53714,-122.61961,0,Aunt Tillies Deli and Pub,American Deli
45.505,-122.62353,0,Authentic Thai Cuisine,Asian Thai
45.50503,-122.65381,0,Aviv,Mediterranean Middle Eastern Israeli
45.51177,-122.65539,0,Away Days Brewing Co,Brew Pub Bar European Pub Beer restaurants
45.49594,-122.60872,0,Awesome Burger Pdx,Restaurant
45.53518,-122.65031,0,Aztec Willies,Mexican Latin Spanish
45.51023,-122.68419,0,BaanThai,Asian Thai
45.57279,-122.55699,0,Babas Mediterranean Grill,Mediterranean Middle Eastern
45.52927,-122.41311,0,Babushka Deli and Bakery,Cafe
45.5275,-122.4131,0,Babushkas Cafe,Restaurant
45.51953,-122.63662,0,Baby Doll Pizza,Pizza
45.521072,-122.67614,0,Babylon Iraqi Cuisine,Restaurant
45.50458,-122.6362,0,Back to Eden Bakery,American
45.516365,-122.65323,0,Backus Cafe,Restaurant
45.4922,-122.65166,0,Bad Day Cafe,Restaurant
45.522285,-122.67292,0,BAES Fried Chicken,American
45.51198,-122.62542,0,Bagdad Theatre and Pub,Bar Pub American
45.57965,-122.71566,0,Bagel and Box,Restaurant
45.47893,-122.61725,0,Bai Mint Thai Kitchen,Asian Thai
45.5128,-122.65502,0,Bake on the Run,Restaurant
45.478127,-122.69499,0,Baker and Spice,American Cafe
45.52234,-122.6774,0,Baking Hazel,Restaurant
45.53392,-122.60129,0,Bam Pow Burgers,Restaurant
45.478813,-122.6735,0,Bamboo Grove Hawaiian Grille,Polynesian Hawaiian
45.588875,-122.59632,0,Bambuza,Fast Food Asian Vietnamese
